GRB	photon_index	photon_index_err	trigger_date	trigger_time	T90	z	ra	dec
170903A	2.1	0.17	2017-09-03	12:49:07	29.2	0.886	16:58:06.23	+34:58:44.5
170906	1.8	0.29	n/a	n/a	n/a	n/a	15:28:48.99	-28:15:22.0
170906A	2.2	0.245	2017-09-06	00:43:11	88.1	n/a	13:35:49.25	-47:06:03.4
170906C	2.7	0.215	2017-09-06	07:26:17	48.4	n/a	08:34:36.89	+70:48:42.1
170912	1.6	0.32	n/a	n/a	n/a	n/a	14:21:49.96	-61:59:47.1
170912A	2.0	0.31	2017-09-12	01:34:16	21.9	n/a	11:09:29.60	-54:19:34.5
170921A	2.6	0.3349999999999999	2017-09-21	14:28:48	28.9	n/a	01:47:23.76	+30:54:24.0
171001A	2.1	0.205	2017-10-01	18:25:40	22.8	n/a	01:28:18.61	-11:53:39.0
171004A	2.0	0.0897999999999999	2017-10-04	07:55:32	107.1	n/a	09:16:40.66	+52:41:35.3
171007A	1.4	0.37	2017-10-07	11:57:38	105.0	n/a	09:02:24.13	+42:49:08.8
171010	2.4	1.13	n/a	n/a	n/a	n/a	02:16:32.33	-54:23:30.9
171010A	1.9	0.145	2017-10-10	19:00:50.58	104.0	0.3285	04:26:19.41	-10:27:47.9
171020A	1.6	0.145	2017-10-20	23:07:10	41.9	1.87	02:36:59.62	+15:12:14.6
171027A	1.9	0.105	2017-10-27	08:23:06	96.6	n/a	04:06:45.77	-02:37:19.6
171102	1.1	0.18	n/a	n/a	n/a	n/a	19:12:18.68	+22:26:39.4
171115A	1.9	0.275	2017-11-15	18:51:20	38.2	n/a	18:33:33.15	+09:07:29.5
171120A	1.8	0.155	2017-11-20	13:20:02	64.0	n/a	10:55:09.80	+22:27:29.7
171123A	2.2	0.205	2017-11-23	14:14:47	58.5	n/a	12:24:59.16	+32:30:03.7
171124A	2.7	0.73	2017-11-24	05:37:56.50	26.0	n/a	22:21:54.21	+35:19:55.6
171205A	1.6	0.15	2017-12-05	07:20:43	189.4	0.0368	11:09:39.49	-12:35:18.7
171209A	2.1	0.07145	2017-12-09	14:46:16	161.7	n/a	09:17:36.66	-30:31:12.6
171211A	1.6	0.25	2017-12-11	09:27:32	2.32	n/a	06:32:32.31	-58:41:29.2
171212A	2.0	0.6	2017-12-12	11:57:21	320.0	n/a	19:35:40.27	+20:35:31.5
171216A	1.8	0.14	2017-12-16	03:06:59	30.0	n/a	14:07:57.79	-50:29:05.2
171222A	1.9	0.1262	2017-12-22	16:24:59	174.8	2.409	09:53:06.69	+35:37:36.1
180102A	2.2	0.295	2018-01-02	15:49:44	10.8	n/a	13:32:16.07	+62:10:19.5
180103A	3.6	2.5	2018-01-03	01:08:30	237.0	n/a	10:38:24.34	-53:33:21.2
180111A	1.6	0.17	2018-01-11	16:42:06	50.6	n/a	09:59:07.12	+48:16:02.6
180115A	1.9	0.0959	2018-01-15	04:16:03	40.9	2.487	00:48:09.31	-15:37:50.5
180204A	2.0	0.205	2018-02-04	02:36:16	1.16	n/a	22:00:31.98	+30:50:16.3
180205A	1.9	0.145	2018-02-05	04:25:29.3	15.5	1.409	08:27:16.72	+11:32:32.5
180210A	2.3	0.4	2018-02-10	12:24:38.55	40.0	n/a	00:07:22.02	+18:33:09.6
180222A	1.6	0.6499999999999999	2018-02-22	13:10:03	64.0	n/a	17:06:09.91	-36:48:34.2
180224A	1.5	0.145	2018-02-24	22:21:07	10.9	n/a	13:30:44.04	+38:04:43.5
180305A	1.4	0.4	2018-03-05	09:26:08.66	12.5	n/a	03:18:28.42	+32:06:36.0
180311A	2.0	0.195	2018-03-11	18:03:49	23.0	n/a	00:13:33.06	-54:29:29.1
180314	2.4	0.2	n/a	n/a	n/a	n/a	19:51:32.80	+23:37:27.0
180314A	1.8	0.0648	2018-03-14	00:43:31	51.2	1.445	06:37:03.68	-24:29:46.5
180316A	1.9	0.155	2018-03-16	04:57:25	87.0	n/a	17:41:42.86	+00:44:53.2
180324A	1.3	0.125	2018-03-24	04:37:09	7.2	n/a	05:06:06.54	+56:42:49.9
180325A	1.8	0.08985	2018-03-25	01:53:02	94.1	2.248	10:29:42.57	+24:27:48.7
180329	1.8	0.09775	n/a	n/a	n/a	n/a	05:31:36.91	-23:41:27.3
180329B	1.9	0.155	n/a	n/a	210.0	1.998	05:31:36.91	-23:41:27.4
180331	1.8	0.125	n/a	n/a	n/a	n/a	13:07:07.96	+61:43:35.1
180331A	1.2	0.185	2018-03-31	04:14:55	48.0	n/a	04:24:05.90	+13:23:56.1
180402A	1.3	0.27	2018-04-02	09:44:59	0.18	n/a	16:47:43.89	-14:58:12.6
180404	2.0	0.145	n/a	n/a	n/a	n/a	03:33:34.37	-50:12:56.2
180404A	1.9	0.215	2018-04-04	00:45:35	35.2	1.0	05:34:11.73	-37:10:04.8
180409A	1.7	1.19	n/a	n/a	n/a	n/a	11:43:22.32	+36:14:01.9
180410A	1.4	0.22	2018-04-10	08:02:59	100.7	n/a	06:23:49.72	+12:48:41.1
180411A	1.9	0.135	2018-04-11	12:27:43	77.5	n/a	23:47:25.09	+66:46:41.6
180418A	1.9	0.265	2018-04-18	06:44:06	2.29	n/a	11:20:29.18	+24:55:59.3
180425A	2.0	0.185	2018-04-25	06:46:21	11.2	n/a	04:17:48.39	-32:57:08.2
180504A	1.8	0.205	2018-05-04	19:46:13	88.3	n/a	22:04:34.55	-14:39:31.1
180510	1.8	0.12	n/a	n/a	n/a	n/a	05:11:52.57	-62:19:27.0
180510A	2.0	0.28	2018-05-10	19:24:34	40.4	n/a	18:25:19.63	-31:54:29.1
180512A	2.4	0.8500000000000001	2018-05-12	22:01:47	24.0	n/a	13:27:45.12	+21:24:12.4
180514A	1.8	0.255	2018-05-14	13:25:33	46.9	n/a	13:09:28.94	+36:58:20.3
180602A	2.0	0.165	2018-06-02	08:14:50	45.4	n/a	09:29:19.64	+32:04:01.5
180613A	1.5	0.22	2018-06-13	15:36:18	50.8	n/a	14:06:05.15	-43:04:19.8
180614A	2.6	0.39	2018-06-14	19:16:13	7.04	n/a	00:12:18.82	+46:57:10.8
180618A	2.2	0.24	2018-06-18	00:43:13	47.4	n/a	11:19:45.94	+73:50:14.3
180620	1.9	0.0948499999999999	n/a	n/a	n/a	n/a	23:50:05.06	-57:57:44.8
180620A	1.4	0.06175	2018-06-20	08:34:58	23.16	n/a	18:39:35.11	+23:14:38.9
180623A	2.0	0.265	2018-06-23	16:41:56	114.9	n/a	14:18:06.95	-60:15:12.2
180624A	2.0	0.15	2018-06-24	13:49:40	486.4	2.855	21:12:23.40	-02:20:17.0
180626A	2.0	0.105	2018-06-26	08:21:16	30.07	n/a	16:14:18.20	+14:45:25.5
180630A	1.6	0.1047	2018-06-30	11:11:51	18.85	n/a	03:15:55.41	-87:28:43.4
180703A	1.4	0.64	2018-07-03	21:01:40.50	n/a	n/a	00:25:53.11	-67:10:49.0
180704A	1.9	0.1149999999999999	2018-07-04	05:36:42	19.7	n/a	02:10:38.47	+69:57:50.3
180705A	1.9	0.31	2018-07-05	15:41:14	123.2	n/a	14:10:27.14	-11:38:50.6
180706A	2.0	0.145	2018-07-06	08:24:40	42.7	n/a	12:06:34.18	+66:02:12.6
180709A	1.5	0.445	2018-07-09	10:52:00	215.1	n/a	02:32:28.26	+60:20:56.5
180720	1.8	0.05855	n/a	n/a	n/a	n/a	00:02:06.99	-02:55:07.8
180720C	2.2	0.565	2018-07-20	22:23:57	124.2	n/a	17:42:32.58	-26:37:44.8
180721A	2.3	0.27	2018-07-21	11:06:48	47.6	n/a	23:10:50.63	+04:51:24.2
180727A	1.8	0.415	2018-07-27	14:15:28	1.1	n/a	23:06:39.86	-63:03:06.7
180728A	1.7	0.0424999999999999	2018-07-28	17:29:00	8.68	0.117	16:54:15.66	-54:02:39.9
180805	2.0	0.26	n/a	n/a	n/a	n/a	01:43:07.59	-17:29:36.4
180805A	1.5	0.405	2018-08-05	09:04:49	1.68	n/a	11:10:15.74	-45:19:55.8
180806A	1.9	0.8049999999999999	2018-08-06	22:38:59.66	n/a	n/a	00:46:12.91	+24:20:14.2
180809	1.8	0.0997	n/a	n/a	n/a	n/a	19:58:47.99	-15:17:56.4
180809A	2.8	0.8300000000000001	2018-08-09	11:38:25	n/a	n/a	19:51:36.70	-34:47:07.3
180809B	1.778	0.5465	n/a	n/a	233.2	n/a	19:58:51	-15:17:57.1
180812A	1.9	0.175	2018-08-12	08:22:30	16.51	n/a	16:23:20.24	+74:39:53.2
180818	1.7	0.0785	n/a	n/a	n/a	n/a	06:56:53.89	+39:18:56.3
180818A	3.0	0.4499999999999999	2018-08-18	03:12:04	13.7	n/a	11:18:32.76	-48:20:40.3
180821A	3.1	0.3349999999999999	2018-08-21	16:40:34	64.0	n/a	00:31:09.62	-38:37:37.8
180823A	2.1	0.185	2018-08-23	19:04:32	80.3	n/a	14:01:25.39	+14:53:33.1
180828A	1.3	1.2999999999999998	2018-08-28	18:57:34	14.0	n/a	17:54:51.91	-25:47:53.7
180904A	2.4	0.31	2018-09-04	21:28:32	5.4	n/a	18:16:59.94	+46:37:47.0
180905A	1.7	0.27	2018-09-05	13:57:46	165.3	n/a	06:04:15.03	-04:34:12.4
180914	1.6	0.485	n/a	n/a	n/a	n/a	22:09:25.52	+25:03:45.6
180924A	2.0	0.2	2018-09-24	15:22:22	95.1	n/a	03:16:47.87	-58:31:57.1
180925A	1.8	0.175	2018-09-25	14:37:31	81.7	n/a	21:00:48.71	-64:27:23.8
180930A	2.1	0.155	2018-09-30	12:43:49	6.8	n/a	05:07:27.18	-25:07:01.1
181002A	1.9	0.345	2018-10-02	11:26:43	63.4	n/a	04:18:59.19	+15:12:46.4
181003A	2.0	1.95	2018-10-03	05:11:03	21.5	n/a	03:30:07.03	-33:57:53.7
181010A	1.9	0.08725	2018-10-10	05:55:51	16.4	1.39	03:30:16.87	-23:02:17.8
181013A	1.7	0.1149999999999999	2018-10-13	02:39:29	104.1	n/a	13:50:36.39	+40:06:30.3
181020A	2.0	0.0663499999999999	2018-10-20	19:00:33	238.0	2.938	00:55:55.77	-47:22:50.6
181022A	1.7	0.39	2018-10-22	17:30:13	6.74	n/a	03:47:09.94	-29:22:56.3
181023A	1.9	0.08115	2018-10-23	02:04:02	58.0	n/a	16:33:18.97	+19:34:13.7
181030A	1.6	0.18	2018-10-30	01:27:22	304.7	n/a	09:47:42.27	+14:39:26.1
181103A	2.3	0.215	2018-11-03	04:22:30	8.38	n/a	13:08:27.78	+52:13:32.6
181110A	1.8	0.08215	2018-11-10	08:43:31	138.4	1.505	20:09:16.33	-36:53:47.7
181123	2.0	0.275	n/a	n/a	n/a	n/a	12:17:28.06	+14:35:52.6
181126A	2.8	0.765	2018-11-26	09:54:08	2.09	n/a	10:09:23.73	-29:41:12.2
181201A	1.8	0.0562	2018-12-01	02:38:00	19.2	0.45	21:17:11.21	-12:37:50.9
181202A	1.7	0.2	2018-12-02	06:36:24	6.56	n/a	18:42:56.40	+27:57:34.8
181203A	1.8	0.29	2018-12-03	12:08:47	15.3	n/a	07:13:23.62	-39:48:06.7
181213A	2.1	0.235	2018-12-13	12:57:38	15.31	n/a	16:33:05.08	+78:29:48.9
181228A	1.8	0.2	2018-12-28	02:53:17	257.3	n/a	03:19:14.86	+13:12:07.6
1830-0645	2.0	0.185	n/a	n/a	n/a	n/a	18:30:41.71	-06:45:17.5
190103	2.0	0.09905	n/a	n/a	n/a	n/a	14:10:16.66	+35:15:39.5
190106A	1.9	0.0847	2019-01-06	13:34:44	76.8	1.859	01:59:31.22	+23:50:43.6
190109	2.2	0.27	n/a	n/a	n/a	n/a	03:41:57.02	+63:35:31.2
190109A	1.9	0.165	2019-01-09	05:12:41	115.0	n/a	02:12:48.57	+38:06:29.7
190114	2.1	0.21	n/a	n/a	n/a	n/a	11:39:29.78	+18:53:31.7
190114A	1.9	0.0875	2019-01-14	03:10:49	66.6	3.3765	04:22:10.55	+02:11:29.0
190114C	1.9	0.105	2019-01-14	20:57:03	361.5	0.425	03:38:01.17	-26:56:48.2
190123A	1.7	0.435	2019-01-23	12:19:13	24.4	n/a	03:32:52.95	+45:31:30.8
190129	1.7	0.435	n/a	n/a	n/a	n/a	07:49:50.74	+00:56:05.1
190202A	2.0	0.135	2019-02-02	01:39:30	19.4	n/a	11:06:00.58	+09:22:36.6
190203A	1.7	0.185	2019-02-03	15:44:08	96.0	n/a	01:30:23.23	+55:43:20.5
190204A	1.9	0.11	2019-02-04	05:46:01	26.4	n/a	23:25:54.72	+54:52:34.8
190211A	1.9	0.09365	2019-02-11	16:54:44	12.48	n/a	13:06:38.27	+41:58:02.4
190219A	2.1	0.2	2019-02-19	19:38:58	167.8	n/a	12:38:30.47	+76:36:45.0
190220A	1.9	0.265	2019-02-20	02:59:34	10.0	n/a	22:00:39.30	-76:40:52.4
190305A	1.6	0.675	2019-03-05	13:05:19.34	n/a	n/a	00:46:30.38	-50:20:55.2
190311A	2.1	0.16	2019-03-11	14:23:33	17.0	n/a	14:08:15.71	+53:30:01.4
190320A	2.2	0.31	2019-03-20	01:14:36	64.0	n/a	07:51:23.66	-45:53:15.8
190324A	2.0	0.0923	2019-03-24	22:44:01	28.4	n/a	03:18:27.81	-47:12:53.3
190404C	2.9	1.35	2019-04-04	13:14:08	n/a	n/a	14:43:22.23	-22:39:49.7
190422A	2.1	0.155	2019-04-22	22:55:29	n/a	n/a	12:08:08.46	-60:13:27.7
190427A	2.17	0.21	n/a	n/a	0.3	n/a	18:40:51	+40:19:20
190511A	2.1	0.24	2019-05-11	07:14:48	27.7	n/a	08:25:46.62	-20:15:33.9
190515	2.1	0.25	n/a	n/a	n/a	n/a	06:35:23.61	+52:19:02.0
190519A	1.8	0.12	2019-05-19	07:25:39	45.58	n/a	07:39:04.25	-38:48:19.7
190530A	1.8	0.1	2019-05-30	10:19:08	n/a	n/a	08:02:07.79	+35:28:45.8
190531	2.2	0.145	n/a	n/a	n/a	n/a	01:37:11.07	-41:57:30.2
190604	2.0	0.105	n/a	n/a	n/a	n/a	19:50:09.78	-32:58:41.4
190611A	1.5	0.2299999999999999	2019-06-11	17:49:01	41.8	n/a	21:38:53.45	-56:04:27.6
190613	2.0	0.12	n/a	n/a	n/a	n/a	20:21:43.67	-04:38:50.5
190613A	1.9	0.22	2019-06-13	04:07:18	17.6	n/a	12:10:07.10	+67:14:07.2
190627A	2.0	0.135	2019-06-27	11:18:31	1.6	1.942	16:19:18.73	-05:17:20.4
190630	2.3	0.885	n/a	n/a	n/a	n/a	14:54:48.15	+41:31:34.0
190630C	2.4	0.38	2019-06-30	23:52:59	38.4	n/a	19:35:31.26	-32:44:38.3
190701A	1.8	0.18	2019-07-01	09:45:20	52.4	n/a	01:52:19.48	+58:54:33.4
190706	2.0	0.22	n/a	n/a	n/a	n/a	07:09:50.88	-29:33:10.3
190708	3.4	3.6	n/a	n/a	n/a	n/a	21:45:57.16	+07:52:57.1
190718A	1.6	0.135	2019-07-18	04:41:15	720.0	n/a	22:26:18.28	-41:12:15.9
190719C	1.6	0.29	2019-07-19	14:58:34	185.7	2.469	16:00:49.51	+13:00:00.6
190731A	2.4	0.4649999999999999	2019-07-31	22:38:20	n/a	n/a	22:38:52.74	-76:34:37.7
190804	1.9	1.45	n/a	n/a	n/a	n/a	16:00:06.11	-44:46:53.4
190816A	2.4	1.0	2019-08-16	14:42:24	375.0	n/a	22:44:45.54	-29:45:28.0
190821A	1.8	0.1699999999999999	2019-08-21	17:10:03	57.1	n/a	16:40:13.16	-34:00:25.3
190823A	n/a	n/a	2019-08-23	13:30:22	n/a	n/a	18:38:44.88	-43:31:40.9
190824A	2.4	0.225	2019-08-24	14:46:39	169.4	n/a	14:21:13.20	-41:53:37.8
190828	2.0	0.11	n/a	n/a	n/a	n/a	16:47:19.50	+27:16:51.1
190829A	2.2	0.08295	2019-08-29	19:56:44.60	58.2	0.0785	02:58:10.49	-08:57:29.8
190919	2.1	0.5549999999999999	n/a	n/a	n/a	n/a	20:47:30.61	-44:41:43.2
190926A	2.7	0.625	2019-09-26	09:52:16	368.9	n/a	06:42:16.90	+59:31:45.3
191004	1.6	0.185	n/a	n/a	n/a	n/a	03:16:48.96	-39:38:06.5
191004A	1.9	0.135	2019-10-04	18:07:02	2.44	n/a	02:06:40.42	-36:55:60.0
191011A	1.9	0.155	2019-10-11	04:35:56	7.37	1.722	02:58:54.70	-27:50:43.6
191016A	1.9	0.475	2019-10-16	04:09:00	219.7	n/a	02:01:04.67	+24:30:35.4
191017	1.6	0.1699999999999999	n/a	n/a	n/a	n/a	16:20:29.95	-73:32:26.5
191019A	2.0	0.365	2019-10-19	15:12:33	64.35	0.248	22:40:05.86	-17:19:40.8
191024A	1.8	0.665	2019-10-24	04:42:52	7.08	n/a	00:40:27.50	-67:08:42.3
191029A	1.8	0.215	2019-10-29	11:15:20	39.5	n/a	23:28:38.76	-40:30:04.3
191031C	2.0	0.145	2019-10-31	18:43:54	93.2	n/a	07:43:28.83	-62:19:31.0
191031D	1.9	0.235	2019-10-31	21:23:31	0.29	n/a	18:53:09.57	+47:38:38.8
191101A	2.0	0.1149999999999999	2019-11-01	21:08:03	137.95	n/a	16:47:20.94	+43:44:26.5
191106A	2.1	0.5700000000000001	2019-11-06	14:15:23	3.42	n/a	17:57:20.68	+46:02:05.5
191122A	1.2	0.07495	2019-11-22	13:32:56	153.3	n/a	03:37:04.74	-32:11:11.9
191123A	2.0	0.12	2019-11-23	10:38:44	275.1	n/a	14:21:02.84	+22:51:36.0
191220A	2.0	0.15	2019-12-20	13:29:37	175.55	n/a	18:45:31.15	+26:39:21.3
191221	1.9	0.07095	n/a	n/a	n/a	n/a	10:19:19.17	-38:09:27.5
191228A	2.2	0.135	2019-12-28	00:01:19	166.9	n/a	00:21:23.25	-08:40:58.2
200107	1.9	0.49	n/a	n/a	n/a	n/a	07:07:38.01	-83:42:58.3
200109A	1.7	0.29	2020-01-09	01:46:16	112.0	n/a	20:28:29.91	+52:59:36.8
200122A	2.2	0.145	2020-01-22	01:41:00	174.96	n/a	14:00:04.31	+27:32:55.6
200125A	2.2	0.195	2020-01-25	11:31:39	350.83	n/a	15:12:11.30	-08:08:38.8
200127A	1.7	0.12	2020-01-27	14:44:31	216.9	n/a	19:40:46.32	+44:54:01.2
200131A	1.8	0.13	2020-01-31	22:41:15	32.74	n/a	00:12:22.64	+51:07:00.2
200205	1.9	0.14065	n/a	n/a	n/a	n/a	07:11:09.01	-56:29:14.8
200205A	2.0	0.225	n/a	n/a	n/a	n/a	08:40:40.87	-35:16:24.3
200215A	1.4	0.185	2020-02-15	14:39:31	11.7	n/a	02:16:19.05	+12:46:15.6
200216	1.6	0.265	n/a	n/a	n/a	n/a	10:41:44.33	+19:28:30.7
200219A	1.8	0.29	2020-02-19	07:36:49	288.0	n/a	22:50:33.24	-59:07:10.5
200219C	2.1	0.365	2020-02-19	23:57:10	n/a	n/a	17:30:02.15	+10:32:21.6
200224A	n/a	n/a	2020-02-24	03:24:49	45.0	n/a	16:35:04.20	+41:36:45.0
200227A	1.8	0.16	2020-02-27	07:20:08	32.8	n/a	03:45:43.93	+09:28:57.2
200228	3.0	0.71	n/a	n/a	n/a	n/a	16:48:10.96	+16:59:04.3
200303A	2.4	0.15	2020-03-03	02:34:57	94.2	n/a	14:10:52.54	+51:21:33.4
200306A	2.0	0.14	2020-03-06	00:19:40	32.87	n/a	06:44:24.64	-62:00:23.6
200306C	1.6	0.1149999999999999	2020-03-06	22:50:39	53.5	n/a	13:14:13.45	+11:16:13.1
200324A	1.9	0.175	2020-03-24	16:39:07	n/a	n/a	14:50:41.74	+35:56:30.1
200409A	2.0	0.165	2020-04-09	03:19:59	17.91	n/a	04:02:08.73	-50:13:29.6
200410A	2.0	0.15	2020-04-10	02:25:10	108.8	n/a	19:58:35.09	+51:46:53.7
200411A	1.7	0.22	2020-04-11	04:29:02	0.22	n/a	03:10:39.47	-52:19:03.4
200412	1.8	0.49	n/a	n/a	n/a	n/a	18:33:15.22	+62:31:57.2
200416A	1.9	0.225	2020-04-16	07:05:17	5.04	n/a	22:22:47.84	-07:31:05.4
200424A	2.1	0.73	2020-04-24	12:07:10	n/a	n/a	20:30:01.31	-39:42:00.6
200425A	2.0	0.25	2020-04-25	00:16:21	81.0	n/a	05:40:52.68	-13:26:06.4
200509A	1.6	0.0844	2020-05-09	06:47:17	828.2	n/a	07:45:41.29	-04:37:50.3
200512A	1.1	0.215	2020-05-12	20:33:15	74.0	n/a	00:29:39.54	-02:12:37.7
200517A	1.7	0.945	2020-05-17	11:27:21	n/a	n/a	01:10:47.61	-50:55:20.8
200519A	1.7	0.0832	2020-05-19	11:20:23	71.88	n/a	17:01:19.93	-30:22:43.4
200522A	1.3	0.35	2020-05-22	11:41:34	0.62	n/a	00:22:43.68	-00:16:59.4
200524A	1.8	0.645	2020-05-24	05:04:00.36	15.38	1.256	14:12:10.74	+60:54:19.3
200528A	2.2	0.16	2020-05-28	10:27:23	58.7	n/a	11:46:33.00	+58:11:32.9
200529A	2.0	0.235	2020-05-29	00:56:35	79.57	n/a	15:55:03.34	-11:04:25.0
200612A	2.0	0.18	2020-06-12	04:39:37	171.48	n/a	20:10:48.49	-45:20:07.5
200613A	1.9	0.145	2020-06-13	05:30:08	381.0	1.2255	10:12:10.07	+45:45:14.7
200630A	1.9	0.43	2020-06-30	01:49:34	14.83	n/a	06:05:19.32	-60:45:10.2
200711A	2.0	0.205	2020-07-11	11:04:36	29.39	n/a	19:03:52.84	-00:08:49.2
200713A	2.2	0.185	2020-07-13	11:42:54	48.98	n/a	05:07:47.94	-32:48:53.1
200714E	1.6	0.4449999999999999	2020-07-14	18:35:05	n/a	n/a	13:07:17.50	-51:38:21.7
200715A	2.3	0.525	2020-07-15	23:51:40	n/a	n/a	16:34:09.14	-51:50:18.2
200716C	1.5	0.07795	2020-07-16	22:57:41	86.0	n/a	13:04:02.45	+29:38:39.0
200729A	1.4	0.225	2020-07-29	19:38:05	122.0	n/a	12:17:30.29	+45:35:41.2
200803A	2.2	0.8	2020-08-03	03:34:26	n/a	n/a	20:44:22.24	-62:56:40.8
200806A	1.8	0.14	2020-08-06	15:28:49	38.8	n/a	03:31:43.73	+37:04:43.6
200809	1.8	0.91	n/a	n/a	n/a	n/a	01:03:19.08	-73:50:44.0
200819A	1.5	0.56	2020-08-19	15:43:52	23.62	n/a	01:25:41.76	+63:03:39.8
200826A	1.6	0.62	2020-08-26	04:29:52	n/a	n/a	00:27:08.47	+34:01:36.6
200829A	1.9	0.0692	2020-08-29	13:59:34	13.04	1.25	16:44:49.40	+72:19:45.1
200901	2.1	1.06	n/a	n/a	n/a	n/a	14:31:25.97	-38:42:42.3
200901A	2.3	0.295	2020-09-01	03:47:31	20.37	n/a	04:07:07.97	-59:53:26.9
200906A	2.3	0.255	2020-09-06	13:11:04	70.9	n/a	18:09:06.09	+67:52:48.4
200907	2.0	0.4399999999999999	n/a	n/a	n/a	n/a	05:56:06.97	+06:54:22.5
200917A	2.3	0.245	2020-09-17	03:52:28	19.4	n/a	15:42:53.90	-04:42:03.3
200922A	2.2	0.235	2020-09-22	12:06:46	10.3	n/a	19:47:48.87	-55:12:15.9
200925	2.1	0.18	n/a	n/a	n/a	n/a	16:27:08.59	+78:23:26.3
201001A	1.9	1.75	2020-10-01	09:58:51	15.2	n/a	07:20:19.45	-02:12:39.5
201006A	2.1	0.575	2020-10-06	01:17:52	0.49	n/a	04:07:34.25	+65:09:52.8
201008A	n/a	n/a	2020-10-08	10:37:36	n/a	n/a	10:47:26.05	+46:06:07.0
201013A	2.0	0.275	2020-10-13	03:46:30	7.36	n/a	07:09:34.48	+57:02:03.4
201014A	1.9	0.24	2020-10-14	22:48:38	36.2	4.56	01:23:11.09	+27:39:36.9
201015A	2.1	0.4	2020-10-15	22:50:13	9.78	0.426	23:37:16.40	+53:24:57.6
201017A	2.3	0.44	2020-10-17	09:46:31	22.08	n/a	02:26:28.84	+66:40:43.6
201020	2.0	0.305	n/a	n/a	n/a	n/a	05:01:52.03	+77:04:05.9
201020A	2.1	0.175	2020-10-20	05:47:26	14.17	2.903	17:24:54.73	+31:25:41.7
201021C	1.6	0.175	2020-10-21	20:27:18	24.38	1.07	00:50:06.93	-55:51:55.8
201024A	2.1	0.185	2020-10-24	02:48:59	5.0	0.999	08:23:48.49	+03:21:13.5
201026A	2.5	0.435	2020-10-26	22:37:34	135.38	n/a	13:06:59.21	+83:46:55.0
201027A	1.8	0.225	2020-10-27	01:07:44	546.73	n/a	10:23:52.72	-05:30:36.0
201029A	2.1	0.12	2020-10-29	20:19:50	120.55	n/a	15:18:19.61	+44:27:33.2
201103	n/a	n/a	n/a	n/a	n/a	n/a	02:48:44.29	+12:08:18.9
201104	1.6	0.3299999999999999	n/a	n/a	n/a	n/a	00:20:51.46	+07:50:30.7
201116A	1.8	0.505	2020-11-16	00:49:47	n/a	n/a	09:57:17.99	+00:16:33.1
201128A	2.1	0.215	2020-11-28	06:27:58	5.41	n/a	14:52:25.83	+26:41:05.4
201203A	1.9	0.515	2020-12-03	06:52:27	12.18	n/a	02:32:13.34	-26:31:06.1
201208A	1.4	0.435	2020-12-08	06:03:23	n/a	n/a	10:33:17.64	-28:43:11.6
201209A	2.0	0.0813	2020-12-09	05:44:52	48.0	n/a	01:32:21.76	-01:45:16.9
201216C	2.0	0.155	2020-12-16	23:07:31	48.0	1.1	01:05:28.88	+16:30:58.0
201221A	1.5	0.155	2020-12-21	07:09:01	44.5	5.7	14:17:55.22	-45:24:58.2
201221D	1.3	0.6950000000000001	2020-12-21	23:06:34	0.16	n/a	11:24:14.15	+42:08:36.6
201223A	1.9	0.155	2020-12-23	17:58:26	29.0	n/a	08:51:09.61	+71:10:45.3
201229A	1.8	0.12	2020-12-29	10:59:30	53.3	n/a	14:02:45.23	+48:11:52.0
210104	2.3	0.26	n/a	n/a	n/a	n/a	03:34:12.86	+37:55:49.6
210104A	1.9	0.105	2021-01-04	11:26:59	32.06	n/a	06:55:05.38	+64:40:34.1
210112A	2.0	0.0907	2021-01-12	01:37:03	107.6	n/a	14:36:01.40	+33:03:15.4
210204A	1.7	0.27	2021-02-04	06:29:25	200.0	0.876	07:48:19.37	+11:24:34.2
210205A	2.2	0.425	2021-02-05	11:11:17	22.7	n/a	23:08:52.64	+56:17:47.5
210207	1.8	0.105	n/a	n/a	n/a	n/a	18:02:32.33	+53:40:55.8
210209A	1.9	0.0607	2021-02-09	21:39:44	139.4	n/a	21:52:29.35	+43:33:25.6
210210A	1.9	0.11	2021-02-10	02:00:27	6.6	0.715	17:31:04.90	+14:39:45.1
210211A	2.5	0.635	2021-02-11	08:43:18	6.1	n/a	17:57:45.55	-46:16:02.1
210212A	47.2	37.25	2021-02-12	04:25:18	80.0	n/a	04:49:03.99	+07:16:10.8
210217A	2.0	0.225	2021-02-17	23:25:42	4.22	n/a	06:30:20.28	+68:43:31.1
210218A	5.5	5.1	2021-02-18	13:35:19	240.0	n/a	03:09:17.67	+35:19:26.5
210222	2.0	0.145	n/a	n/a	n/a	n/a	10:18:25.38	-14:55:54.1
210226A	2.0	0.175	2021-02-26	04:43:57	20.8	n/a	08:16:27.67	+57:35:02.2
210305A	1.8	0.16	2021-03-05	19:03:04	68.6	n/a	21:19:14.53	+34:33:14.5
210306A	2.0	0.135	2021-03-06	03:53:57	9.12	n/a	08:39:49.81	+60:12:18.9
210307A	1.8	0.15	2021-03-07	08:42:38	262.0	n/a	07:56:57.08	-66:58:15.5
210308A	1.8	0.185	2021-03-08	06:37:56	5.3	n/a	04:28:17.83	+37:26:02.1
210318	1.7	0.26	n/a	n/a	n/a	n/a	17:36:55.88	-35:49:19.2
210318A	1.8	0.515	2021-03-18	03:54:31	48.0	n/a	02:15:42.27	-37:46:36.2
